('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Laenor', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Ser', 'Qarl', 'Correy'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Velaryon'))
('fire.txt', 'PERSON', ('Maester', 'Mellos'))
('fire.txt', 'PERSON', ('Ser', 'Laenor'))
('fire.txt', 'PERSON', ('Laenor', 'Velaryon'))
('fire.txt', 'PERSON', ('Ser', 'Qarl'))
('fire.txt', 'PERSON', ('Prince', 'Daemon'))
('fire.txt', 'PERSON', ('Qarl', 'Correy'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'PERSON', ('Ser', 'Qarl', 'Correy'))
('fire.txt', 'ORGANIZATION', ('High', 'Tide'))
('fire.txt', 'PERSON', ('Ser', 'Laenor'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Aegon', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Helaena'))
('fire.txt', 'PERSON', ('Prince', 'Aemond'))
('fire.txt', 'PERSON', ('Prince', 'Aemond'))
('fire.txt', 'PERSON', ('Aemond', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('High', 'Tide'))
('fire.txt', 'ORGANIZATION', ('House', 'Targaryen'))
('fire.txt', 'PERSON', ('Joffrey', 'Velaryon'))
('fire.txt', 'PERSON', ('Prince', 'Aemond'))
('fire.txt', 'PERSON', ('Aemond', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('High', 'Tide'))
('fire.txt', 'PERSON', ('Lucerys', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Prince', 'Aemond'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Aegon'))
('fire.txt', 'PERSON', ('Prince', 'Aemond'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'ORGANIZATION', ('Ser', 'Erryk', 'Cargyll'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Daemon', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Ser', 'Harwin'))
('fire.txt', 'PERSON', ('Black', 'Harren'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'PERSON', ('Prince', 'Daemon'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Larys', 'Clubfoot'))
('fire.txt', 'PERSON', ('Larys', 'Strong'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Mellos'))
('fire.txt', 'PERSON', ('Lyonel', 'Strong'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Prince', 'Daemon'))
('fire.txt', 'PERSON', ('Maester', 'Mellos'))
('fire.txt', 'PERSON', ('Ser', 'Otto', 'Hightower'))
('fire.txt', 'ORGANIZATION', ('Old', 'King'))
('fire.txt', 'PERSON', ('Ser', 'Otto'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Daemon', 'Targaryen'))
('fire.txt', 'PERSON', ('Prince', 'Daemon'))
('fire.txt', 'PERSON', ('Lady', 'Laena'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'ORGANIZATION', ('House', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('House', 'Targaryen'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Helaena'))
('fire.txt', 'GPE', ('Prince', 'Aemond'))
('fire.txt', 'PERSON', ('Ser', 'Criston', 'Cole'))
('fire.txt', 'PERSON', ('Prince', 'Daeron'))
('fire.txt', 'PERSON', ('Lord', 'Hightower'))
('fire.txt', 'PERSON', ('Blackwater', 'Bay'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Ser', 'Vaemond', 'Velaryon'))
('fire.txt', 'PERSON', ('Harwin', 'Strong'))
('fire.txt', 'PERSON', ('Prince', 'Daemon'))
('fire.txt', 'PERSON', ('Ser', 'Vaemond'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Mellos'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Maester', 'Gerardys'))
('fire.txt', 'PERSON', ('Ser', 'Otto', 'Hightower'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Mellos'))
('fire.txt', 'PERSON', ('Maester', 'Gerardys'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Mellos'))
('fire.txt', 'PERSON', ('Archmaester', 'Orwyle'))
('fire.txt', 'PERSON', ('Ser', 'Otto', 'Hightower'))
('fire.txt', 'PERSON', ('Maester', 'Orwyle'))
('fire.txt', 'PERSON', ('Ser', 'Criston', 'Cole'))
('fire.txt', 'PERSON', ('Lord', 'Lyman', 'Beesbury'))
('fire.txt', 'PERSON', ('Ser', 'Tyland', 'Lannister'))
('fire.txt', 'ORGANIZATION', ('Casterly', 'Rock'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Confessor'))
('fire.txt', 'PERSON', ('Larys', 'Strong'))
('fire.txt', 'PERSON', ('Jasper', 'Wylde'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Wylde'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Ser', 'Otto', 'Hightower'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Helaena'))
('fire.txt', 'ORGANIZATION', ('House', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('First', 'Men'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Munkun'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Ser', 'Criston', 'Cole'))
('fire.txt', 'PERSON', ('Lord', 'Commander'))
('fire.txt', 'ORGANIZATION', ('Sworn', 'Brotherhood'))
('fire.txt', 'PERSON', ('Ser', 'Criston'))
('fire.txt', 'PERSON', ('Ser', 'Arryk', 'Cargyll'))
('fire.txt', 'PERSON', ('Ser', 'Rickard', 'Thorne'))
('fire.txt', 'PERSON', ('Ser', 'Steffon', 'Darklyn'))
('fire.txt', 'PERSON', ('Ser', 'Willis', 'Fell'))
('fire.txt', 'PERSON', ('Erryk', 'Cargyll'))
('fire.txt', 'PERSON', ('Ser', 'Arryk'))
('fire.txt', 'PERSON', ('Ser', 'Lorent', 'Marbrand'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Munkun'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('True', 'Telling'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'PERSON', ('Ser', 'Otto', 'Hightower'))
('fire.txt', 'PERSON', ('Ser', 'Criston', 'Cole'))
('fire.txt', 'PERSON', ('Lord', 'Commander'))
('fire.txt', 'PERSON', ('Lord', 'Lyman', 'Beesbury'))
('fire.txt', 'PERSON', ('Ser', 'Tyland', 'Lannister'))
('fire.txt', 'ORGANIZATION', ('Casterly', 'Rock'))
('fire.txt', 'PERSON', ('Larys', 'Strong'))
('fire.txt', 'PERSON', ('Larys', 'Clubfoot'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Jasper', 'Wylde'))
('fire.txt', 'PERSON', ('Maester', 'Munken'))
('fire.txt', 'ORGANIZATION', ('True', 'Telling'))
('fire.txt', 'PERSON', ('Maester', 'Orwyle'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Her', 'Grace'))
('fire.txt', 'PERSON', ('Queen', 'Rhaenyra'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Lord', 'Beesbury'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Munkun'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Lord', 'Beesbury'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'ORGANIZATION', ('Old', 'King'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'ORGANIZATION', ('Grand', 'Maester', 'Orwyle'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'ORGANIZATION', ('Great', 'Council'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Daemon'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Lord', 'Flea'))
('fire.txt', 'PERSON', ('Criston', 'Cole'))
('fire.txt', 'PERSON', ('Jacaerys', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Lord', 'Larys', 'Strong'))
('fire.txt', 'ORGANIZATION', ('True', 'Telling'))
('fire.txt', 'PERSON', ('Maester', 'Orwyle'))
('fire.txt', 'PERSON', ('Lord', 'Beesbury'))
('fire.txt', 'PERSON', ('Ser', 'Otto', 'Hightower'))
('fire.txt', 'PERSON', ('Ser', 'Criston', 'Cole'))
('fire.txt', 'PERSON', ('Lord', 'Beesbury'))
('fire.txt', 'PERSON', ('Ser', 'Criston'))
('fire.txt', 'PERSON', ('Lord', 'Lyman', 'Beesbury'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Beesbury'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'PERSON', ('Criston', 'Cole'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Orwyle'))
('fire.txt', 'PERSON', ('Larys', 'Strong'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Daeron'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Hightower'))
('fire.txt', 'PERSON', ('Ser', 'Willis', 'Fell'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Helaena'))
('fire.txt', 'GPE', ('Prince', 'Aegon'))
('fire.txt', 'ORGANIZATION', ('True', 'Telling'))
('fire.txt', 'PERSON', ('Ser', 'Criston'))
('fire.txt', 'ORGANIZATION', ('Flea', 'Bottom'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Ser', 'Criston'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Luthor', 'Largent'))
('fire.txt', 'PERSON', ('Ser', 'Gwayne', 'Hightower'))
('fire.txt', 'PERSON', ('Ser', 'Luthor'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Beesbury'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Bank'))
('fire.txt', 'PERSON', ('Casterly', 'Rock'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'PERSON', ('Ser', 'Otto'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Islands'))
('fire.txt', 'PERSON', ('Dalton', 'Greyjoy'))
('fire.txt', 'ORGANIZATION', ('Red', 'Kraken'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Reaper'))
('fire.txt', 'PERSON', ('Casterly', 'Rock'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'ORGANIZATION', ('Great', 'Council'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'PERSON', ('Ser', 'Otto'))
('fire.txt', 'PERSON', ('Bar', 'Emmon'))
('fire.txt', 'PERSON', ('Lord', 'Stark'))
('fire.txt', 'PERSON', ('Lady', 'Jeyne'))
('fire.txt', 'ORGANIZATION', ('House', 'Baratheon'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenys'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Boremund'))
('fire.txt', 'PERSON', ('Aemond', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Baratheon'))
('fire.txt', 'PERSON', ('Ser', 'Otto'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Borros'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('Otto', 'Hightower'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'PERSON', ('Maester', 'Orwyle'))
('fire.txt', 'PERSON', ('Ser', 'Criston', 'Cole'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'ORGANIZATION', ('House', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('First', 'Men'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'PERSON', ('Maester', 'Munkun'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Ser', 'Steffon', 'Darklyn'))
('fire.txt', 'PERSON', ('Prince', 'Aegon'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Arryk', 'Cargyll'))
('fire.txt', 'PERSON', ('Aegon', 'II'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Dragon', 'Tower'))
('fire.txt', 'PERSON', ('Rhaenyra', 'Targaryen'))
('fire.txt', 'PERSON', ('Maester', 'Gerardys'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'ORGANIZATION', ('True', 'Telling'))
('fire.txt', 'PERSON', ('Prince', 'Daemon'))
('fire.txt', 'PERSON', ('Maester', 'Gerardys'))
('fire.txt', 'PERSON', ('Ser', 'Erryk', 'Cargyll'))
('fire.txt', 'PERSON', ('Ser', 'Arryk'))
('fire.txt', 'PERSON', ('Ser', 'Lorent', 'Marbrand'))
('fire.txt', 'PERSON', ('Claw', 'Isle'))
('fire.txt', 'PERSON', ('Bar', 'Emmon'))
('fire.txt', 'PERSON', ('Sharp', 'Point'))
('fire.txt', 'PERSON', ('Corlys', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'PERSON', ('Lord', 'Corlys'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenys'))
('fire.txt', 'PERSON', ('King', 'Aegon', 'II'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Maester', 'Orwyle'))
('fire.txt', 'ORGANIZATION', ('House', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'PERSON', ('Prince', 'Daemon'))
('fire.txt', 'PERSON', ('Princess', 'Rhaenys'))
('fire.txt', 'PERSON', ('Queen', 'Visenya'))
('fire.txt', 'PERSON', ('Prince', 'Daemon'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra', 'Syrax'))
('fire.txt', 'PERSON', ('Laenor', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Daemon'))
('fire.txt', 'ORGANIZATION', ('Red', 'Queen'))
('fire.txt', 'PERSON', ('Laena', 'Velaryon'))
('fire.txt', 'PERSON', ('Good', 'Queen', 'Alysanne'))
('fire.txt', 'PERSON', ('Ser', 'Laenor', 'Velaryon'))
('fire.txt', 'PERSON', ('Grey', 'Ghost'))
('fire.txt', 'PERSON', ('Lords', 'Celtigar'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Prince', 'Daemon'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Casterly', 'Rock'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Tyrell'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenys'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Boremund'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Islands'))
('fire.txt', 'ORGANIZATION', ('House', 'Velaryon'))
('fire.txt', 'PERSON', ('Dalton', 'Greyjoy'))
('fire.txt', 'ORGANIZATION', ('House', 'Tully'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Blackwater', 'Bay'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenys'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Manderly'))
('fire.txt', 'PERSON', ('Lord', 'Stark'))
('fire.txt', 'PERSON', ('Borros', 'Baratheon'))
('fire.txt', 'PERSON', ('Ser', 'Steffon', 'Darklyn'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Daemon', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('House', 'Targaryen'))
('fire.txt', 'PERSON', ('Her', 'Name'))
('fire.txt', 'ORGANIZATION', ('First', 'Men'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Ser', 'Otto', 'Hightower'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'PERSON', ('Aegon', 'II'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'PERSON', ('Queen', 'Helaena—'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Orwyle'))
('fire.txt', 'PERSON', ('Blackwater', 'Bay'))
('fire.txt', 'PERSON', ('Ser', 'Arryk', 'Cargyll'))
('fire.txt', 'PERSON', ('Ser', 'Gwayne', 'Hightower'))
('fire.txt', 'ORGANIZATION', ('True', 'Telling'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Aegon', 'II'))
('fire.txt', 'ORGANIZATION', ('House', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Daemon'))
('fire.txt', 'PERSON', ('Your', 'Grace'))
('fire.txt', 'ORGANIZATION', ('Great', 'Council'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Maester', 'Gerardys'))
('fire.txt', 'PERSON', ('My', 'Brother'))
('fire.txt', 'PERSON', ('Ser', 'Arryk', 'Cargyll'))
('fire.txt', 'PERSON', ('Ser', 'Erryk'))
('fire.txt', 'PERSON', ('Ser', 'Erryk'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'PERSON', ('Jacaerys', 'Velaryon'))
('fire.txt', 'PERSON', ('Prince', 'Daemon'))
('fire.txt', 'PERSON', ('Larys', 'Strong'))
('fire.txt', 'PERSON', ('Black', 'Harren'))
('fire.txt', 'PERSON', ('Ser', 'Simon', 'Strong'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Lyonel'))
('fire.txt', 'PERSON', ('Lord', 'Larys'))
('fire.txt', 'PERSON', ('Kingspyre', 'Tower'))
('fire.txt', 'PERSON', ('Prince', 'Daemon'))
('fire.txt', 'ORGANIZATION', ('House', 'Strong'))
('fire.txt', 'PERSON', ('Ser', 'Simon'))
('fire.txt', 'ORGANIZATION', ('Alys', 'Rivers'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Lord', 'Lyonel', 'Strong'))
('fire.txt', 'PERSON', ('Alys', 'Rivers'))
('fire.txt', 'PERSON', ('Daemon', 'Targaryen'))
('fire.txt', 'PERSON', ('Black', 'Harren'))
('fire.txt', 'PERSON', ('Queen', 'Rhaenyra'))
('fire.txt', 'GPE', ('Prince', 'Daemon'))
('fire.txt', 'ORGANIZATION', ('Blood', 'Wyrm'))
('fire.txt', 'PERSON', ('Prince', 'Daemon'))
('fire.txt', 'PERSON', ('Ser', 'Forrest', 'Frey'))
('fire.txt', 'PERSON', ('Samwell', 'Blackwood'))
('fire.txt', 'ORGANIZATION', ('Ser', 'Amos', 'Bracken'))
('fire.txt', 'ORGANIZATION', ('House', 'Bracken'))
('fire.txt', 'ORGANIZATION', ('Pipers', 'of', 'Pinkmaiden', 'Castle'))
('fire.txt', 'ORGANIZATION', ('Mallisters', 'of', 'Seagard'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Paramount'))
('fire.txt', 'PERSON', ('Grover', 'Tully'))
('fire.txt', 'ORGANIZATION', ('Great', 'Council'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Viserys'))
('fire.txt', 'PERSON', ('Ser', 'Elmo', 'Tully'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Grover'))
('fire.txt', 'PERSON', ('Jacaerys', 'Velaryon'))
('fire.txt', 'PERSON', ('Lady', 'Jeyne', 'Arryn'))
('fire.txt', 'PERSON', ('Lady', 'Jeyne'))
('fire.txt', 'PERSON', ('Prince', 'Jacaerys'))
('fire.txt', 'PERSON', ('Jeyne', 'Arryn'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Munkun'))
('fire.txt', 'PERSON', ('True', 'Telling'))
('fire.txt', 'ORGANIZATION', ('High', 'Hall'))
('fire.txt', 'PERSON', ('Lady', 'Jeyne'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Jacaerys'))
('fire.txt', 'PERSON', ('Ser', 'Arnold'))
('fire.txt', 'PERSON', ('Her', 'Grace'))
('fire.txt', 'PERSON', ('Queen', 'Visenya'))
('fire.txt', 'PERSON', ('Lady', 'Jeyne'))
('fire.txt', 'PERSON', ('Lord', 'Borrell'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Sunderland'))
('fire.txt', 'ORGANIZATION', ('Three', 'Sisters'))
('fire.txt', 'PERSON', ('Lord', 'Desmond', 'Manderly'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Viserra'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Manderly'))
('fire.txt', 'PERSON', ('Jacaerys', 'Velaryon'))
('fire.txt', 'PERSON', ('Cregan', 'Stark'))
('fire.txt', 'PERSON', ('Cregan', 'Stark'))
('fire.txt', 'PERSON', ('Prince', 'Jacaerys'))
('fire.txt', 'PERSON', ('Lord', 'Rickon'))
('fire.txt', 'PERSON', ('Cregan', 'Stark'))
('fire.txt', 'PERSON', ('Lady', 'Arra', 'Norrey'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Stark'))
('fire.txt', 'PERSON', ('True', 'Telling'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Lord', 'Cregan'))
('fire.txt', 'PERSON', ('Sara', 'Snow'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Rickon', 'Stark'))
('fire.txt', 'PERSON', ('Lord', 'Cregan'))
('fire.txt', 'PERSON', ('Sara', 'Snow'))
('fire.txt', 'PERSON', ('Sara', 'Snow'))
('fire.txt', 'PERSON', ('Cregan', 'Stark'))
('fire.txt', 'PERSON', ('Jacaerys', 'Velaryon'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Munkun'))
('fire.txt', 'ORGANIZATION', ('True', 'Telling'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Lord', 'Cregan'))
('fire.txt', 'PERSON', ('Prince', 'Jacaerys'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Lucerys', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Beesbury'))
('fire.txt', 'PERSON', ('Lucerys', 'Velaryon'))
('fire.txt', 'PERSON', ('Aemond', 'Targaryen'))
('fire.txt', 'PERSON', ('Lord', 'Boremund'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Lord', 'Borros'))
('fire.txt', 'ORGANIZATION', ('House', 'Baratheon'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaenys'))
('fire.txt', 'PERSON', ('Lord', 'Borros'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Borros'))
('fire.txt', 'PERSON', ('Lucerys', 'Velaryon'))
('fire.txt', 'PERSON', ('Aemond', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Round', 'Hall'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Borros'))
('fire.txt', 'PERSON', ('Ser', 'Byron', 'Swann'))
('fire.txt', 'ORGANIZATION', ('Dornish', 'Marches'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Lucerys', 'Velaryon'))
('fire.txt', 'PERSON', ('Lord', 'Baratheon'))
('fire.txt', 'PERSON', ('Lord', 'Borros'))
('fire.txt', 'PERSON', ('Lord', 'Borros'))
('fire.txt', 'PERSON', ('Borros', 'Baratheon'))
('fire.txt', 'PERSON', ('Lord', 'Borros'))
('fire.txt', 'PERSON', ('Lord', 'Borros'))
('fire.txt', 'ORGANIZATION', ('Lucerys', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Lucerys'))
('fire.txt', 'ORGANIZATION', ('Round', 'Hall'))
('fire.txt', 'PERSON', ('Prince', 'Aemond'))
('fire.txt', 'PERSON', ('Lucerys', 'Velaryon'))
